Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Collection URL (product.metafields.custom.collection_url),enable_best_price (product.metafields.custom.enable_best_price),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Product rating count (product.metafields.reviews.rating_count),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / United States,Included / United States,Price / United States,Price / United States,Compare At Price / United States,Included / International,Price / International,Compare At Price / International,Status,Video Src,Video Name,Variants,Battery Option Value,Battery Price
goblin-racing-drone-rc-quadcopter,Goblin Racing Drone RC Quadcopter,"<div class=""card""><div class=""card__header"">
                    
                  </div><div class=""card__section"">
                      <div class=""rte text--pull"">
                        <p>Speed through the skies at an amazing <strong>25 MPH</strong> with the newest drone from Trendtimes Elite, the Elite Goblin 2.4GHz 4.5CH 25 MPH RC Racing Drone!</p>
<p>This awesome racing drone features a lightweight body constructed of durable polymer to handle rough conditions and hard landings. It boasts 4.5 channel controls meaning you can fly up/down, forward/backward, strafe left/right and rotate left/right. The the .5 in the channel indicates that it contains an internal gyro that helps you to always have a smooth flight even at the top speed of 25 MPH. Show your impressive skills rolling and flipping in the air with the flip stunt mode. It comes with a 2.4GHz transmitter, so radio interference won't be a problem even with other mini drones in the area. Hurry and get the Trendtimes Elite Goblin 25 MPH Racing Drone today!</p>
<p><strong>Features:</strong></p>
<ul>
<li>25 MPH Top Speed!!</li>
<li>Electric Powered</li>
<li>2.4GHz Transmitter</li>
<li>4 Main Rotors</li>
<li>Removable Rotor Guards</li>
<li>4.5 Channel Built-In Gyro</li>
<li>3D Flight</li>
<li>Durable Lightweight Body</li>
<li>Flip Stunt Modes</li>
<li>Easy Mode</li>
<li>Ready To Fly</li>
</ul>
<p><strong>Includes:</strong></p>
<ul>
<li>Trendtimes Elite Goblin 2.4GHz 4.5CH 25 MPH RC Racing Drone</li>
<li>2.4GHz Transmitter</li>
<li>Rotor Removal Tool</li>
<li>USB Charger</li>
<li>4 Rotor Blades</li>
<li>4 Rotor Guards</li>
<li>3.7V 350mAh Rechargeable Battery</li>
<li>Screwdriver</li>
<li>Manual</li>
</ul>
<p><strong>Specifications:</strong></p>
<ul>
<li>Top Speed: 25 MPH</li>
<li>Length: 5.75 Inches</li>
<li>Width: 5.75 Inches</li>
<li>Height: 2 Inches</li>
<li>Weight: 0.15 lbs</li>
</ul>
<p><strong>Requirements:</strong></p>
<ul>
<li>Vehicle: 3.7V 600mAh Rechargeable Battery <strong>(Included)</strong>
</li>
<li>Transmitter: 6&nbsp;<meta charset=""UTF-8"">
<span data-mce-fragment=""1""> AA Batteries&nbsp;</span><strong>(Not Included)</strong>
</li>
<li>Charger: USB Charger <strong>(Included)</strong>
</li>
</ul>
                      </div></div>
            </div>",Hobbytron,Home > All > Goblin Racing Drone RC Quadcopter,,flying,True,,,,,,,ZX-33222,7.71,shopify,10,deny,manual,56.95,90,True,True,,https://hobbytron.com/cdn/shop/products/ZX-33222-High-Resolution-Image-1_1024x.jpg,,,,,,,,,,New,,,,,,,,True,,,,lb,,59.95,True,True,,,,,,,active,,,"{'id': 39325975347303, 'title': 'Default Title', 'option1': '', 'option2': None, 'option3': None, 'sku': 'ZX-33222', 'requires_shipping': True, 'taxable': True, 'featured_image': None, 'available': True, 'name': 'Goblin Racing Drone RC Quadcopter', 'public_title': None, 'options': ['Default Title'], 'price': 5995, 'weight': 771, 'compare_at_price': 9000, 'inventory_management': 'shopify', 'barcode': '813023012222', 'requires_selling_plan': False, 'selling_plan_allocations': []}",,
goblin-racing-drone-rc-quadcopter,,,,,,,,,,,,,,,,,,,,,,,,,https://hobbytron.com/cdn/shop/files/ZX-33222-D_1024x.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
goblin-racing-drone-rc-quadcopter,,,,,,,,,,,,,,,,,,,,,,,,,https://hobbytron.com/cdn/shop/files/ZX-33222-F_1024x.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
goblin-racing-drone-rc-quadcopter,,,,,,,,,,,,,,,,,,,,,,,,,https://hobbytron.com/cdn/shop/files/ZX-33222-B_1024x.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
goblin-racing-drone-rc-quadcopter,,,,,,,,,,,,,,,,,,,,,,,,,https://hobbytron.com/cdn/shop/files/ZX-33222-C_1024x.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
goblin-racing-drone-rc-quadcopter,,,,,,,,,,,,,,,,,,,,,,,,,https://hobbytron.com/cdn/shop/files/ZX-33222-G_1024x.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
goblin-racing-drone-rc-quadcopter,,,,,,,,,,,,,,,,,,,,,,,,,https://hobbytron.com/cdn/shop/files/ZX-33222-E_1024x.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1967-ford-mustang-shelby-rc-car,1967 Ford Mustang Shelby RC Car [1:24],"<div class=""card""><div class=""card__header"">
                    
                  </div><div class=""card__section"">
                      <div class=""rte text--pull"">
                        <p><img src=""https://cdn.shopify.com/s/files/1/0282/3300/7207/files/ford_soon.png?v=1623425331"" alt="""" data-mce-fragment=""1"" data-mce-src=""https://cdn.shopify.com/s/files/1/0282/3300/7207/files/ford_soon.png?v=1623425331"">Race to the finish line with this Trendtimes 1967 Ford Mustang GT 1:24 RTR Electric RC Sports Car. Created by Trendtimes, and officially licensed by Ford, this 1967 Ford Mustang GT has rubber tires that make it perfect for having good grip on the ground. You can race this RC sports car in your living room or on the concrete and will perform just like the real thing. It also features a detailed paint job and a full function radio control which will let you race through any path with ease! All you need to get started is 3 AA batteries for the car, and 2 AA batteries for the transmitter. So what are you waiting for? Get the Trendtimes 1967 Ford Mustang GT 1:24 RTR Electric RC Sports Car and have a blast today!</p>
<p><strong>Features:</strong></p>
<ul>
<li>Electric Powered RC</li>
<li>Radio Transmitter</li>
<li>Ready To Run with No Assembly Required</li>
<li>Officially Licensed 1967 Ford Mustang GT 1:24 Scale Replica</li>
<li>Full Function Radio Control</li>
<li>Extreme Design and Detail</li>
<li>LED Lights</li>
<li>Rubber Tires</li>
<li>Durable Body</li>
<li>High Gloss Finish</li>
</ul>
<p><strong>Includes:</strong></p>
<ul>
<li>Trendtimes 1967 Ford Mustang GT 1:24 RTR Electric RC Sports Car</li>
<li>Radio Transmitter</li>
</ul>
<p><strong>Specifications:</strong></p>
<ul>
<li>Length: 7.25 Inches</li>
<li>Width: 3.50 Inches</li>
<li>Height: 2.25 Inches</li>
</ul>
<p><strong>Battery Requirements:</strong></p>
<ul>
<li>Vehicle: 3 AA Batteries <strong>(Not Included)</strong>
</li>
<li>Transmitter: 2 AA Batteries <strong>(Not Included)&nbsp;</strong>
</li>
</ul>
<p><strong><img alt="""" src=""https://cdn.shopify.com/s/files/1/0282/3300/7207/files/ford_icons.png?v=1623425347""></strong></p>
                      </div></div>
            </div>",Hobbytron,Home > All > 1967 Ford Mustang Shelby RC Car [1:24],,,True,Battery,None,,,,,ZX-36618,1.81,shopify,0,deny,manual,12.3,20,True,True,,https://hobbytron.com/cdn/shop/files/36618_1024x.jpg,,,,,,,,,,New,,,,,,,,True,,,,lb,,12.95,True,True,,,,,,,active,,,"{'id': 39395757097063, 'title': 'Default Title', 'option1': 'None', 'option2': None, 'option3': None, 'sku': 'ZX-36618', 'requires_shipping': True, 'taxable': True, 'featured_image': None, 'available': False, 'name': '1967 Ford Mustang Shelby RC Car [1:24]', 'public_title': None, 'options': ['Default Title'], 'price': 1295, 'weight': 181, 'compare_at_price': 2000, 'inventory_management': 'shopify', 'barcode': '813023016183', 'requires_selling_plan': False, 'selling_plan_allocations': []}",AA Batteries 8Pack,9.95
1967-ford-mustang-shelby-rc-car,,,,,,,,,,,,,,,,,,,,,,,,,https://hobbytron.com/cdn/shop/files/ZX-36618-High-Resolution-Image-6_1024x.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AA Batteries 8Pack,9.95
1967-ford-mustang-shelby-rc-car,,,,,,,,,,,,,,,,,,,,,,,,,https://hobbytron.com/cdn/shop/files/ZX-36618-High-Resolution-Image-3_1024x.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AA Batteries 8Pack,9.95
1967-ford-mustang-shelby-rc-car,,,,,,,,,,,,,,,,,,,,,,,,,https://hobbytron.com/cdn/shop/files/ZX-36618-High-Resolution-Image-5_1024x.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AA Batteries 8Pack,9.95
1967-ford-mustang-shelby-rc-car,,,,,,,,,,,,,,,,,,,,,,,,,https://hobbytron.com/cdn/shop/files/36618_2_1024x.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AA Batteries 8Pack,9.95
1967-ford-mustang-shelby-rc-car,,,,,,,,,AA Batteries 8Pack,,,,,ZX-36618-B,1.81,shopify,0,deny,manual,12.4,20,True,True,,,,,,,,,,,,,,,,,,,,,,,,lb,,13.05,,,,,,,,,,,,"{'id': 39395757097063, 'title': 'Default Title', 'option1': 'AA Batteries 8Pack', 'option2': None, 'option3': None, 'sku': 'ZX-36618-B', 'requires_shipping': True, 'taxable': True, 'available': False, 'name': '1967 Ford Mustang Shelby RC Car [1:24]', 'public_title': None, 'options': ['Default Title'], 'price': 1304.95, 'weight': 181, 'compare_at_price': 2000, 'inventory_management': 'shopify', 'barcode': '813023016183', 'requires_selling_plan': False, 'selling_plan_allocations': [], 'featured_image': None, 'featured_media': None}",AA Batteries 8Pack,9.95
buzz-lightyear-mickey-mouse-electronic-tabletop-basketball-playset,,,,,,,,,,,,,,,,,,,,,,,,,https://hobbytron.com/cdn/shop/products/BUZZ-AND-MICKEY-TABLETOP-BASKETBALL-BEAUTY-SHOT-v1_1024x.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AA Batteries 4pack,5.95
buzz-lightyear-mickey-mouse-electronic-tabletop-basketball-playset,,,,,,,,,,,,,,,,,,,,,,,,,https://hobbytron.com/cdn/shop/products/dcc1_f22678ef-da84-457b-b9fc-2722217fe678_1024x.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AA Batteries 4pack,5.95
buzz-lightyear-mickey-mouse-electronic-tabletop-basketball-playset,,,,,,,,,,,,,,,,,,,,,,,,,https://hobbytron.com/cdn/shop/products/1_c16b1f4f-84bd-42b9-9eb8-016f029f4b04_1024x.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AA Batteries 4pack,5.95
buzz-lightyear-mickey-mouse-electronic-tabletop-basketball-playset,,,,,,,,,,,,,,,,,,,,,,,,,https://hobbytron.com/cdn/shop/products/BUZZ-AND-MICKEY-TABLETOP-BASKETBALL-MAIN-PIC-v1_1024x.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AA Batteries 4pack,5.95
buzz-lightyear-mickey-mouse-electronic-tabletop-basketball-playset,,,,,,,,,,,,,,,,,,,,,,,,,https://hobbytron.com/cdn/shop/files/BUZZ-LIGHTYEAR-TABLETOP-BASKETBALL-MAIN-PIC_f55f829f-7c85-4405-885b-ed9f13299b08_1024x.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AA Batteries 4pack,5.95
buzz-lightyear-mickey-mouse-electronic-tabletop-basketball-playset,,,,,,,,,,,,,,,,,,,,,,,,,https://hobbytron.com/cdn/shop/files/MAIN-IMAGE_700x_03b89231-f3f7-463f-afd0-1704f4d0610f_1024x.webp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AA Batteries 4pack,5.95
buzz-lightyear-mickey-mouse-electronic-tabletop-basketball-playset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AA Batteries 4pack,5.95
buzz-lightyear-mickey-mouse-electronic-tabletop-basketball-playset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AA Batteries 4pack,5.95
buzz-lightyear-mickey-mouse-electronic-tabletop-basketball-playset,,,,,,,,,Mickey Mouse Basketball Player,,AA Batteries 4pack,,,ZX-36109-B,6.8,shopify,10,deny,manual,52.26,120,True,True,,,,,,,,,,,,,,,,,,,,,,,https://hobbytron.com/cdn/shop/files/MAIN-IMAGE_700x_03b89231-f3f7-463f-afd0-1704f4d0610f.webp,lb,,55.01,,,,,,,,,,"https://www.youtube.com/embed/cuwaARfIZ18?rel=0,https://www.youtube.com/embed/E2ZOplVRlDU?rel=0",,"{'id': 47390637916471, 'title': 'Mickey Mouse Basketball Player', 'option1': 'Mickey Mouse Basketball Player', 'option2': 'AA Batteries 4pack', 'option3': None, 'sku': 'ZX-36109-B', 'requires_shipping': True, 'taxable': True, 'available': True, 'name': 'Buzz Lightyear & Mickey Mouse Electronic Tabletop Basketball Playset - Mickey Mouse Basketball Player', 'public_title': 'Mickey Mouse Basketball Player', 'options': ['Mickey Mouse Basketball Player'], 'price': 5500.95, 'weight': 680, 'compare_at_price': 12000, 'inventory_management': 'shopify', 'barcode': '', 'requires_selling_plan': False, 'selling_plan_allocations': [], 'featured_image': {'id': 43453622649143, 'product_id': 8048847159607, 'position': 6, 'created_at': '2023-10-17T11:14:35-07:00', 'updated_at': '2023-10-17T11:14:35-07:00', 'alt': None, 'width': 700, 'height': 700, 'src': '//hobbytron.com/cdn/shop/files/MAIN-IMAGE_700x_03b89231-f3f7-463f-afd0-1704f4d0610f.webp?v=1697566475', 'variant_ids': [47390637916471]}, 'featured_media': {'alt': None, 'id': 35867818983735, 'position': 6, 'preview_image': {'aspect_ratio': 1.0, 'height': 700, 'width': 700, 'src': '//hobbytron.com/cdn/shop/files/MAIN-IMAGE_700x_03b89231-f3f7-463f-afd0-1704f4d0610f.webp?v=1697566475'}}}",AA Batteries 4pack,5.95
velocity-gyro-electric-3ch-ir-rtf-rc-helicopter,Velocity GYRO Electric 3CH IR RTF RC Helicopter,"<div class=""card""><div class=""card__header"">
                    
                  </div><div class=""card__section"">
                      <div class=""rte text--pull"">
                        <p>Get flying with the Velocity GYRO Electric 3.5CH IR RTF RC Helicopter! Great for people of all skill levels, each heli features a coaxial rotor a single rear rotor for precise movement for increased stability whether flying or hovering. This RC helicopter has a strong body making it light weight so you don't have to worry about breaking anything when you land it a bit too rough. It can go forward, backward, up, down, left, right and hover! This product is ready to fly, there is no assembly required. Pick one up today!</p>
<p><b>Features:</b></p>
<ul>
<li>Built In GYRO</li>
<li>Electric Powered</li>
<li>3.5 Channel Transmitter</li>
<li>Strong Body Construction</li>
<li>Coaxial Rotor</li>
<li>Single Rear Rotor</li>
<li>Detailed Paint Job</li>
<li>Ready To Fly</li>
<li>Sound Effects</li>
<li>LED Lights</li>
<li>USB Charger</li>
</ul>
<p><b>Includes:</b></p>
<ul>
<li>Velocity GYRO Electric 3.5CH IR RTF RC Helicopter</li>
<li>3CH Transmitter</li>
<li>Charger</li>
</ul>
<p><b>Specifications:</b></p>
<ul>
<li>Length: 9.5 Inches</li>
<li>Wing Span: 7.5 Inches</li>
<li>Height: 4.5 Inches</li>
</ul>
<p><b>Battery Requirements:</b></p>
<ul>
<li>Helicopter: 3.7V Rechargeable Battery Pack <b>(Included)</b>
</li>
<li>Transmitter: 6 AA Batteries Each <b>(Not Included)</b>
</li>
</ul>
                      </div></div>
            </div>",Hobbytron,Home > All > Velocity GYRO Electric 3CH IR RTF RC ...,,,True,,,,,,,ZX-W66132,10,shopify,10,deny,manual,18.95,,True,True,,https://hobbytron.com/cdn/shop/products/ZX-W66132_1024x.jpg,,,,,,,,,,New,,,,,,,,True,,,,lb,,19.95,True,True,,,,,,,active,,,"{'id': 39553317109863, 'title': 'Default Title', 'option1': '', 'option2': None, 'option3': None, 'sku': 'ZX-W66132', 'requires_shipping': True, 'taxable': True, 'featured_image': None, 'available': True, 'name': 'Velocity GYRO Electric 3CH IR RTF RC Helicopter', 'public_title': None, 'options': ['Default Title'], 'price': 1995, 'weight': 1000, 'compare_at_price': None, 'inventory_management': 'shopify', 'barcode': None, 'requires_selling_plan': False, 'selling_plan_allocations': []}",,
rovio-licensed-angry-birds-piggies-ir-ufo-ball-helicopter,Angry Birds Piggies Heli Ball,"<div class=""card""><div class=""card__header"">
                    
                  </div><div class=""card__section"">
                      <div class=""rte text--pull"">
                        <p><img src=""https://cdn.shopify.com/s/files/1/0282/3300/7207/files/angry_soon.png?v=1623431603"" alt="""" data-mce-fragment=""1"" data-mce-src=""https://cdn.shopify.com/s/files/1/0282/3300/7207/files/angry_soon.png?v=1623431603"">Introducing the Rovio Licensed Angry Birds Piggies IR UFO Heli Ball! Featuring a coaxial rotor system for precise movement and increased stability when hovering. The UFO Heli Balls body is also constructed with a durable material making it strong yet lightweight so you don't have to worry about breaking anything when it lands a bit too rough. Simply turn on and launch to get started, holding your hand underneath it will keep it hovering up in the air. When done flying you can try and grab it but you can also use any IR remote control to shut down and recover safely, it's that easy! A must have for fans of helicopters, get the Rovio Licensed Angry Birds Piggies IR UFO Heli Ball today!</p>
<p><strong>Features:</strong></p>
<ul>
<li>Rovio Licensed</li>
<li>Electric Powered</li>
<li>Durable Constructed Material</li>
<li>Easy to Fly</li>
<li>Master Hand / Eye Coordination</li>
<li>Advanced Infrared Hover Sensor Technology</li>
<li>Battery Charges with USB Charger</li>
<li>
<p class=""p1"">For kids ages 6 and up</p>
</li>
</ul>
<p><strong>Includes:</strong></p>
<ul>
<li>Rovio Licensed Angry Birds Piggies IR UFO Heli Ball</li>
<li>USB Charger</li>
</ul>
<p><img alt="""" src=""https://cdn.shopify.com/s/files/1/0282/3300/7207/files/angry_icon_8610e4cc-01bc-44ce-9b9b-5ad7d3297b51.png?v=1623431617""></p>
                      </div></div>
            </div>",Hobbytron,Home > All > Angry Birds Piggies Heli Ball,,"angrybirds, heilbal, heilball, heillball, helibal, heliball, heliblall, helli, helliball",True,,,,,,,ZX-33205,1.36,shopify,10,deny,manual,9.45,20,True,True,,https://hobbytron.com/cdn/shop/files/pigbirdball_1024x.jpg,,,,,,,,,,New,,,,,,,,True,,,,lb,,9.95,True,True,,,,,,,active,,,"{'id': 33072571547751, 'title': 'Default Title', 'option1': '', 'option2': None, 'option3': None, 'sku': 'ZX-33205', 'requires_shipping': True, 'taxable': True, 'featured_image': None, 'available': True, 'name': 'Angry Birds Piggies Heli Ball', 'public_title': None, 'options': ['Default Title'], 'price': 995, 'weight': 136, 'compare_at_price': 2000, 'inventory_management': 'shopify', 'barcode': '813023012055', 'requires_selling_plan': False, 'selling_plan_allocations': []}",,
rovio-licensed-angry-birds-piggies-ir-ufo-ball-helicopter,,,,,,,,,,,,,,,,,,,,,,,,,https://hobbytron.com/cdn/shop/products/04_8eae463c-ce23-4b87-947c-7cff5e86c65f_1024x.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rovio-licensed-angry-birds-piggies-ir-ufo-ball-helicopter,,,,,,,,,,,,,,,,,,,,,,,,,https://hobbytron.com/cdn/shop/products/06_d3397b80-b6d1-4d02-9506-253b6009ec40_1024x.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rovio-licensed-angry-birds-piggies-ir-ufo-ball-helicopter,,,,,,,,,,,,,,,,,,,,,,,,,https://hobbytron.com/cdn/shop/products/02_cda4a8b3-eafe-4a74-8a2d-78786f174f3d_1024x.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
